name,address,city,state,zip,county,latitude,longitude
Paul Mitchell The School Honolulu,"1123 Eleventh Avenue, Suite 306",Honolulu,HI,96816,Honolulu,21.282118,-157.800452
Elite Cosmetology School,"56300 Twentynine Palms Highway, Suite 113",Yucca Valley,CA,92284,San Bernardino,34.121176,-116.435521
Academy of Aesthetic Arts,10316 Shawnee Mission Parkway,Shawnee,KS,66203,Johnson,39.015875,-94.706739
American Technical Institute,"Ave Castiglioni U-27, Bayamon Garden",Bayamon,PR,00957,BayamÃ³n,18.370482,-66.187282
Twin Rivers Adult School,3222 Winona Way,North Highlands,CA,95660,Sacramento,38.650717,-121.389292
Bergin University of Canine Studies,5860 Labath Avenue,Santa Rosa,CA,94928,Sonoma,38.429182,-122.733871
D'Shaw Institute of Cosmetology,3419 North Cole Road,Boise,ID,83704,Ada,43.636015,-116.276076
Progressive Training Centers,"98 East McNab Road, Suite 98",Pompano Beach,FL,33060,Broward,26.210198,-80.121703
American Health Institute,10138 US Highway 19,Port Richey,FL,34654,Pasco,28.304393,-82.701703
Virginia College-Spartanburg,8150 Warren H. Abernathy Highway,Spartanburg,SC,29301,Spartanburg,34.936213,-82.006105
Pima Medical Institute-South Denver,13750 E. Mississippi Avenue,Aurora,CO,80012,Denver,39.654867,-104.86943
Aveda Institute Portland,325 Northwest 13th Avenue,Portland,OR,97209,Multnomah,45.525514,-122.684742
Real Barbers College (The),528 West Lincoln Avenue,Anaheim,CA,92805,Orange,33.8337,-117.920674
Chamberlain College of Nursing-Virginia,2450 Crystal Drive,Arlington,VA,22202,Arlington,38.851234,-77.050616
Stevens Henager College,1444 Entertainment Avenue,Boise,ID,83709,Ada,43.591066,-116.278449
The Salon Professional Academy,3330 Parkcrest Lane,Cincinnati,OH,45211,Hamilton,39.14619,-84.62128
Yeshiva Gedolah Zichron Leyma,1000 Orchard Terrace,Linden,NJ,07036,Union,40.636215,-74.266072
The Artisan College of Cosmetology,1645 Tiffin Ave.,Findlay,OH,45840,Hancock,41.051718,-83.618154
Penrose Academy,13402 North Scottsdale Road; Suite B160,Scottsdale,AZ,85254,Maricopa,33.608309,-111.927617
Sage School of Massage & Healing Arts,369 NE Revere Ave Ste B,Bend,OR,97701,Deschutes,44.06845,-121.301527
Virginia College-Richmond,7200 Midlothian Turnpike,Richmond,VA,23225,Chesterfield,37.503094,-77.529012
Lawyer's Assistant School of Dallas,8150 North Central Expressway M2240,Dallas,TX,75206,Dallas,32.861997,-96.769353
Skin Institute,25 Ronnies Plaza,Saint Louis,MO,63126,St. Louis,38.527717,-90.364232
ABC Beauty Academy,1841 N Jupiter Rd Ste 120,Garland,TX,75042,Dallas,32.92981,-96.684405
Northwest Institute of Literary Arts,"5577 Vanbarr Place, Suite 1",Freeland,WA,98249,Island,48.008831,-122.526767
Salon & Spa Institute,2695 North Coria Street,Brownsville,TX,78521,Cameron,25.952398,-97.49771
Body Therapy Institute,300 Southwind Road,Siler City,NC,27344,Chatham,35.780052,-79.336844
American Beauty Academy,61 S 100 W,Payson,UT,84651,Utah,40.043104,-111.733309
The Salon Professional Academy-Tacoma,3702 S Fife Street Ste B102,Tacoma,WA,98409,Pierce,47.223172,-122.47239
Beauty Academy of South Florida,1305 W. 49th Street,Hialeah,FL,33012,Miami-Dade,25.866727,-80.309185
EDP School of Computer Programming,1601 Voorhies Ave,Brooklyn,NY,11235,Kings,40.585962,-73.952956
Academy of Cosmetology,1368 Jadwin Ave,Richland,WA,99354,Benton,46.292329,-119.275874
Ogle School Hair Skin Nails-North Dallas,17174 Preston Road,Dallas,TX,75248,Dallas,32.98416,-96.803753
Barber School (The),16 West 7200 South,Midvale,UT,84047,Salt Lake,40.621423,-111.891497
Capilo School of Hair Design,43 Bridge Street,Augusta,ME,04330,Kennebec,44.317703,-69.776813
New York Medical Career Training Center,36-09 Main St 5th Fl,Flushing,NY,11354,Queens,40.762718,-73.831375
The Academy Waukesha,2000 Silvernail Rd,Waukesha,WI,53072,Waukesha,43.044303,-88.258346
Salon Professional Academy (The),4619 John F Kennedy Boulevard,North Little Rock,AR,72116,Pulaski,34.797448,-92.256873
Be'er Yaakov Talmudic Seminary,12 Jefferson Avenue,Spring Valley,NY,10977,Rockland,41.138843,-74.028503
Pure Aesthetics,5110 East Fifth Street,Tucson,AZ,85711,Pima,32.228645,-110.883799
Institute of Culinary Education,50 W 23rd St,New York,NY,10010,New York,40.742251,-73.991844
The Salon Professional Academy,3141 West Clay Street,St. Charles,MO,63301,St. Charles,38.788891,-90.538719
ITT Technical Institute√Merrillville,8488 Georgia St,Merrillville,IN,46410,Lake,41.464362,-87.326848
ITT Technical Institute√Tallahassee,2639 N Monroe St Building A Ste 100,Tallahassee,FL,32303,Leon,30.477339,-84.296532
American Institute,1420 Celebration Boulevard Ste 101,Celebration,FL,34747,Osceola,28.312303,-81.562867
New Life Business Institute,161-10 Jamaica Ave Ste 404,Jamaica,NY,11432,Queens,40.703672,-73.798131
Lindsey Institute of Cosmetology,1059 Shive Lane,Bowling Green,KY,42103,Warren,36.94741,-86.422152
RGV Careers An Institute for Higher Learning,1200 West Polk Avenue,Pharr,TX,78577,Hidalgo,26.207509,-98.198577
Alexander Academy,112 River Street,Fitchburg,MA,01420,Worcester,42.585437,-71.812127
Salon Professional Academy (The),1550 South 1st Avenue,Iowa City,IA,52240,Johnson,41.6426,-91.503116
The Salon Professional Academy-Tonawanda,2309 Eggert Rd,Tonawanda,NY,14150,Erie,42.98208,-78.825367
Onondaga School of Therapeutic Massage-Syracuse,719 E Genesee St,Syracuse,NY,13210,Onondaga,43.047706,-76.140467
Buckner Barber School,"1515 South Buckner Boulevard, Suite 147",Dallas,TX,75217,Dallas,32.738621,-96.685011
LeMelange Academy of Hair,931 Coombs Street,Napa,CA,94558,Napa,38.298201,-122.28701
Mildred Elley,25 Broadway 16th Floor,New York,NY,10004,New York,40.705781,-74.014004
Aveda Institute Tucson,845 North Park Avenue,Tucson,AZ,85719,Pima,32.232639,-110.957057
ITT Technical Institute√Salem,2159 Apperson Dr,Salem,VA,24153,Salem,37.266333,-80.019707
Simmons College of Kentucky,1018 South 7th Street,Louisville,KY,40203,Jefferson,38.239519,-85.764811
Academy of Cosmetology and Esthetics NYC,187 New Dorp Ln,Staten Island,NY,10306,Richmond,40.573236,-74.114591
National Paralegal College,717 E Maryland Suite 115,Phoenix,AZ,85014,Maricopa,33.531675,-112.065622
ITT Technical Institute√Akron,3428 W Market St,Akron,OH,44333,Summit,41.134245,-81.624261
Velvet Touch Academy of Cosmetology,5820 East Franklin Road,Nampa,ID,83687,Canyon,43.605432,-116.510144
Atelier Esthetique Institute of Esthetics,"386 Park Avenue South, Suite 1409",New York,NY,10016,New York,40.742987,-73.98486
Finger Lakes School of Massage,1251 Trumansburg Rd,Ithaca,NY,14850,Tompkins,42.465293,-76.534899
Carolina College of Biblical Studies,817 South McPherson Church Road,Fayetteville,NC,28303,Cumberland,35.05141,-78.939514
ITT Technical Institute√Cedar Rapids,3735 Queen Ct SW,Cedar Rapids,IA,52404,Linn,41.941566,-91.714897
Four County Career Center,22-900 State Rte 34,Archbold,OH,43502,Henry,41.452808,-84.303115
Star Career Academy-Norristown,2501 Monroe Boulevard,Norristown,PA,19403,Montgomery,40.117884,-75.415778
ITT Technical Institute√Corona,4160 Temescal Canyon Rd Ste 100,Corona,CA,92883,Riverside,33.819009,-117.508535
Ambiance Beauty & Barber Academy Inc,682 Wickham Road,Melbourne,FL,32935,Brevard,28.117535,-80.673586
Hands-on Medical Massage School,"2015 West Park Avenue, Suite 7",Redlands,CA,92373,San Bernardino,34.058204,-117.223056
ITT Technical Institute√Johnson City,4721 Lake Park Dr,Johnson City,TN,37615,Washington,36.381665,-82.430604
Diamond Beauty College,10301 Garvey Avenue  #200,South El Monte,CA,91733,Los Angeles,34.062963,-118.046711
Vanity School of Cosmetology,5236 Detroit Rd,Sheffield Village,OH,44035,Lorain,41.423569,-82.079296
St. Luke University,1460 E. Holt Ave. Suite #72,Pomona,CA,91767,Los Angeles,34.061699,-117.721062
ITT Technical Institute√DeSoto,921 W Belt Line Rd Ste 181,DeSoto,TX,75115,Dallas,32.591567,-96.878131
Advanced College of Cosmetology,25 West Main Street,Waupun,WI,53963,Dodge,43.632845,-88.736185
Northeast Technology Center,483 Airport Road,Pryor,OK,74362,Mayes,36.231505,-95.333391
ITT Technical Institute√North Charleston,2431 W Aviation Ave,North Charleston,SC,29406,Charleston,32.900432,-80.027495
NCP College of Nursing,"257 Longford Drive, Rm 5",South San Francisco,CA,94080,San Mateo,37.656424,-122.455596
Tolles Career and Technical Center,7877 US Hwy 42 S,Plain City,OH,43064,Madison,40.056928,-83.292998
ITT Technical Institute√Aurora,12500 E Iliff Ave Ste 100,Aurora,CO,80014,Arapahoe,39.674202,-104.842064
North American College,3203 North Sam Houston Parkway West,Houston,TX,77038,Harris,29.936691,-95.468062
Allstate Hairstyling & Barber College,2546 Lorain Avenue,Cleveland,OH,44113,Cuyahoga,41.48403,-81.704361
University Academy of Hair Design,3400 McFarland Boulevard,Northport,AL,35476,Tuscaloosa,33.241314,-87.589636
The Salon Professional Academy-Perrysburg,116 W S Boundary St,Perrysburg,OH,45551,Wood,41.544156,-83.62103
Oxford Graduate School,500 Oxford Drive,Dayton,TN,37321,Rhea,35.468142,-85.053774
ITT Technical Institute√West Covina,1530 W Cameron Ave,West Covina,CA,91790,Los Angeles,34.068345,-117.9425
ITT Technical Institute√Culver City,6101 W Centinela Ave,Culver City,CA,90230,Los Angeles,33.981841,-118.395525
Entourage Institute of Beauty and Esthetics,12004 West 95th Street,Lenexa,KS,66215,Johnson,38.955532,-94.725096
"Florida Institute of Recording, Sound and Technology",2309 Silver Star Road,Orlando,FL,32804,Orange,28.57871,-81.411445
Jung Tao School of Classical Chinese Medicine,207 Dale Adams Road,Sugar Grove,NC,28679,Watauga,36.263233,-81.785303
Portland Actors Conservatory,1436 SW Montgomery St,Portland,OR,97201,Multnomah,45.513837,-122.69119
New York Film Academy,"100 Universal City Plaza, Building 9128, Suite 179",Universal City,CA,91608,Los Angeles,34.136052,-118.354021
ITT Technical Institute√Dearborn,19855 W Outer Dr Ste L10W,Dearborn,MI,48124,Wayne,42.303311,-83.264139
The Collective School Of Music,"123 West 18 Street, 7th floor",New York,NY,10011,New York,40.740412,-73.995722
ITT Technical Institute√Las Vegas,3825 W Cheyenne Ave Ste 600,North Las Vegas,NV,89032,Clark,36.216916,-115.190388
New Dimensions Beauty Academy Inc,10158 South Parker Road,Parker,CO,80138,Douglas,39.534563,-104.76666
United Beauty College,1907 West Mississippi Avenue,Denver,CO,80223,Denver,39.697447,-105.010843
Somerset County Technology Center,281 Technology Dr,Somerset,PA,15501,Somerset,40.00469,-79.029666
Vocational Institute of Florida,1849 West Flagler Street,Miami,FL,33135,Miami-Dade,25.772991,-80.225848
Touro University Worldwide,10601 Calle Lee  #179,Los Alamitos,CA,90720,Los Angeles,34.094784,-118.366467
International College of Cosmetology,3701 International Boulevard,Oakland,CA,94601,Alameda,37.774888,-122.220796
Touro University California,1310 Club Drive,Vallejo,CA,94592,Solano,38.085482,-122.263948
Jolei's Hair Institute,203 E. Main Street,Olanta,SC,29114,Florence,33.935355,-79.933369
Cinta Aveda Institute,305 Kearny Street,San Francisco,CA,94108,San Francisco,37.79103,-122.404386
Metro Beauty Academy,4977 Medical Center Circle,Allentown,PA,18106,Lehigh,40.568706,-75.555474
GP Institute of Cosmetology,306 23rd Avenue South Suite 200,Seattle,WA,98144,King,47.600093,-122.301897
The Chicago School of Professional Psychology at Washington DC,901 15th St NW,Washington,DC,20005,District of Columbia,38.901666,-77.033262
Bella Capelli Academy,151 Wyngate Drive,Monroeville,PA,15146,Allegheny,40.432482,-79.781662
Anamarc College-Santa Teresa,2660 Airport Rd Ste 780,Santa Teresa,NM,88008,DoÃ±a Ana,31.863564,-106.691966
Paul Mitchell The School Reno,1600 Holcomb Avenue,Reno,NV,89501,Washoe,39.509223,-119.803849
Barone Beauty Academy,501 E Third St,Williamsport,PA,17701,Lycoming,41.24476,-76.993979
Long Island Nail & Skin Care Institute,3709 Hempstead Turnpike,Levittown,NY,11756,Nassau,40.725905,-73.49901
Institute of Medical Careers,133 Jefferson Road Suite 101,Pittsburgh,PA,15235,Allegheny,40.465286,-79.823816
Touro University Nevada,874 American Pacific Drive,Henderson,NV,89014,Clark,36.043175,-115.02401
Toni & Guy Hairdressing Academy,3600 Sisk Road,Modesto,CA,95356,Stanislaus,37.690651,-121.060691
National College-Willoughby Hills,27557 Chardon Rd,Willoughby Hills,OH,44092,Lake,41.584868,-81.486672
Georgia Christian University,6789 Peachtree Industrial Boulevard,Atlanta,GA,30360,Gwinnett,33.901514,-84.14423
Mesivta Keser Torah,503 Eleventh Avenue,Belmar,NJ,07719,Monmouth,40.177368,-74.022624
Herzing University-Kenosha,4006 Washington Rd,Kenosha,WI,53144,Kenosha,42.603889,-87.857452
Boise Barber College,3027 North Cole Road,Boise,ID,83704,Ada,43.632667,-116.276298
Scotland Educational Institute,Degetau #21,Bayamon,PR,00961,BayamÃ³n,18.411121,-66.159295
Flagler Technical Institute,1 Corporate Drive Suite 2-J,Palm Coast,FL,32137,Flagler,29.552457,-81.240643
