county,median_sale_price,ppsf_year_avg,property_type,state,year
Bourbon,78000.0,51.1598551243024,Condo/Co-op,Kansas,2019
Cumberland,239950.0,125.06005807575931,All Residential,Virginia,2019
Susquehanna,80000.0,69.62007872296529,Multi-Family (2-4 Unit),Pennsylvania,2019
Jeff Davis,159000.0,59.010596781235975,All Residential,Georgia,2019
DeKalb,104800.0,80.62600397421149,Townhouse,Alabama,2019
Pickett,204750.0,100.16648995078305,All Residential,Tennessee,2019
Delaware,325000.0,103.30319712111458,Condo/Co-op,Oklahoma,2019
Polk,40000.0,74.63476019684468,Condo/Co-op,Georgia,2019
Mitchell,20000.0,9.376465072667605,All Residential,Georgia,2019
Marshall,90000.0,123.0699327278751,Multi-Family (2-4 Unit),Tennessee,2019
Leake,136000.0,71.86740541186082,Single Family Residential,Mississippi,2019
Coos,285000.0,91.21971391626283,Condo/Co-op,New Hampshire,2019
Yuba,459000.0,173.00206188491185,Multi-Family (2-4 Unit),California,2019
Ashtabula,179900.0,72.45426851976471,Townhouse,Ohio,2019
Wayne,52500.0,86.9719648045988,Townhouse,Michigan,2019
Noble,148250.0,60.53103778192108,Single Family Residential,Ohio,2019
Houston,148500.0,97.41258338542512,Multi-Family (2-4 Unit),Minnesota,2019
Saunders,85000.0,106.9648331005982,Condo/Co-op,Nebraska,2019
Cape Girardeau,396250.0,100.54712365408726,Condo/Co-op,Missouri,2019
Bowie,200000.0,88.18592247960868,Multi-Family (2-4 Unit),Texas,2019
Lamar,37000.0,90.8168069249192,Multi-Family (2-4 Unit),Georgia,2019
Claiborne,154400.0,94.390908281394,Condo/Co-op,Tennessee,2019
Surry,170000.0,93.4433178033266,Townhouse,North Carolina,2019
Washington,61500.0,64.84519066687312,Townhouse,Oklahoma,2019
Polk,150000.0,129.94306037805308,Multi-Family (2-4 Unit),North Carolina,2019
Bourbon,157500.0,84.97397184893627,Single Family Residential,Kentucky,2019
Otter Tail,93750.0,99.1915652928406,Townhouse,Minnesota,2019
Sullivan,118000.0,97.20206202964418,Single Family Residential,Tennessee,2019
Chelan,350000.0,203.9529436114069,Townhouse,Washington,2019
Hanover,304500.0,146.10579375108415,Single Family Residential,Virginia,2019
McLean,276500.0,88.16380681610413,Single Family Residential,Illinois,2019
Richland,187000.0,101.01925857957389,Single Family Residential,Ohio,2019
Spotsylvania,240000.0,144.49332368687195,Condo/Co-op,Virginia,2019
Delaware,130000.0,103.30319712111458,Multi-Family (2-4 Unit),Oklahoma,2019
Cuyahoga,245000.0,96.075731707579,Townhouse,Ohio,2019
Henry,52500.0,91.8225736575975,Multi-Family (2-4 Unit),Georgia,2019
San Miguel,123000.0,68.80600309641491,Multi-Family (2-4 Unit),New Mexico,2019
Iron,180000.0,126.73887295699794,Multi-Family (2-4 Unit),Utah,2019
Saline,47000.0,78.57799219042577,Multi-Family (2-4 Unit),Nebraska,2019
Cass,197000.0,109.4184397064676,All Residential,Michigan,2019
Hickman,125000.0,114.68868646413496,Multi-Family (2-4 Unit),Tennessee,2019
Pulaski,172000.0,85.31516659424861,Multi-Family (2-4 Unit),Missouri,2019
Boyle,168000.0,93.43374245567288,Townhouse,Kentucky,2019
Rankin,180325.0,105.03536291885749,All Residential,Mississippi,2019
Lake,169000.0,78.68976719977569,Condo/Co-op,Michigan,2019
Franklin,201150.0,93.19827867333112,Townhouse,Georgia,2019
Sedgwick,138500.0,62.48603170050693,Single Family Residential,Colorado,2019
Hart,121000.0,110.55207396442717,Multi-Family (2-4 Unit),Georgia,2019
San Juan,210000.0,106.30132644224352,Multi-Family (2-4 Unit),Utah,2019
Oktibbeha,171000.0,145.53191489361703,Single Family Residential,Mississippi,2019
Jennings,80000.0,69.7305427750846,Multi-Family (2-4 Unit),Indiana,2019
Bamberg,195000.0,65.51130975938072,All Residential,South Carolina,2019
McMinn,169900.0,93.82501820359606,Condo/Co-op,Tennessee,2019
Mason,220000.0,117.36533860306146,Multi-Family (2-4 Unit),Michigan,2019
Jasper,275000.0,99.13525667081484,Condo/Co-op,Iowa,2019
Marinette,223750.0,71.14331202456108,Condo/Co-op,Wisconsin,2019
Freeborn,117000.0,74.35023007386634,Condo/Co-op,Minnesota,2019
Grand Isle,287000.0,158.44493868288458,Condo/Co-op,Vermont,2019
Sebastian,950000.0,76.79535242125421,Multi-Family (2-4 Unit),Arkansas,2019
Wayne,621000.0,58.0107046256318,All Residential,Indiana,2019
Logan,194000.0,99.02924751590552,Multi-Family (2-4 Unit),Colorado,2019
Moore,45000.0,102.01435809803,Condo/Co-op,North Carolina,2019
Williams,223750.0,69.54722980944995,Condo/Co-op,Ohio,2019
Racine,170000.0,101.77646933638847,Condo/Co-op,Wisconsin,2019
Kerr,1200000.0,372.0747984585547,All Residential,Texas,2019
Bracken,24500.0,77.14519463642198,Single Family Residential,Kentucky,2019
Morrow,197500.0,99.8245584965581,Multi-Family (2-4 Unit),Ohio,2019
Itasca,57732.0,96.505811436181,Multi-Family (2-4 Unit),Minnesota,2019
Catawba,190000.0,130.6087158037685,Single Family Residential,North Carolina,2019
Lincoln,60000.0,93.5548347105867,Multi-Family (2-4 Unit),Tennessee,2019
Marquette,68000.0,93.25388972469432,Condo/Co-op,Wisconsin,2019
Gaston,187000.0,104.85692518929204,Townhouse,North Carolina,2019
Macoupin,170000.0,82.46294127366744,Single Family Residential,Illinois,2019
Johnson,220000.0,110.9109186461336,Townhouse,Texas,2019
Franklin City,118000.0,73.09036760567706,Townhouse,Virginia,2019
Walker,44000.0,103.98876898209345,Townhouse,Texas,2019
Gooding,128500.0,89.29839687083806,Townhouse,Idaho,2019
Wilcox,202000.0,153.97536394176933,All Residential,Georgia,2019
Bullitt,110000.0,118.73876984630812,Townhouse,Kentucky,2019
San Benito,927000.0,305.4109594357883,Multi-Family (2-4 Unit),California,2019
Lapeer,218000.0,111.95509409819162,Multi-Family (2-4 Unit),Michigan,2019
Louisa,196950.0,144.39625101609053,Condo/Co-op,Virginia,2019
Dearborn,129000.0,108.5739334898202,Townhouse,Indiana,2019
Pine,221800.0,113.68041049122104,Multi-Family (2-4 Unit),Minnesota,2019
Saline,270000.0,95.7686366739236,Townhouse,Arkansas,2019
Decatur,167500.0,67.47116044272855,Single Family Residential,Georgia,2019
McCormick,240000.0,109.28672985652594,Townhouse,South Carolina,2019
Ottawa,82000.0,106.5936727202922,Multi-Family (2-4 Unit),Ohio,2019
Tift,23100.0,66.62209436312274,All Residential,Georgia,2019
Wakulla,95000.0,117.69991729750144,Condo/Co-op,Florida,2019
Juneau,270000.0,94.5915177813723,Townhouse,Wisconsin,2019
Owyhee,110000.0,136.88267729561323,Multi-Family (2-4 Unit),Idaho,2019
Greene,130000.0,85.2526150780097,Multi-Family (2-4 Unit),Arkansas,2019
Franklin,89500.0,82.73090116442081,Townhouse,Kansas,2019
Burnet,248500.0,149.6915522419806,Condo/Co-op,Texas,2019
Pontotoc,80000.0,77.35813631116777,Multi-Family (2-4 Unit),Oklahoma,2019
Madison,34900.0,56.65717016733701,Single Family Residential,Tennessee,2019
Wallowa,198900.0,151.36472573847436,Condo/Co-op,Oregon,2019
Bradford,108000.0,103.61214142406465,Townhouse,Florida,2019
Wyoming,244475.0,60.89601697402796,Townhouse,New York,2019
Genesee,260000.0,86.08300025021518,Townhouse,Michigan,2019
Limestone,200048.0,113.50535916550857,Single Family Residential,Alabama,2019
Lee,61000.0,25.22746071133168,Single Family Residential,Arkansas,2019
Fannin,424900.0,149.36042113645587,Townhouse,Georgia,2019
Colonial Heights,115000.0,106.0500920902442,Multi-Family (2-4 Unit),Virginia,2019
Mason,357000.0,169.31681887793903,Condo/Co-op,Washington,2019
Fulton,160000.0,96.20066842623037,Townhouse,Pennsylvania,2019
Highland,97450.0,75.38569604543369,Multi-Family (2-4 Unit),Ohio,2019
Brazoria,76000.0,105.99555913231926,Condo/Co-op,Texas,2019
Callahan,251250.0,82.90002579040527,Multi-Family (2-4 Unit),Texas,2019
Saline,182500.0,95.7686366739236,Single Family Residential,Arkansas,2019
Greene,189900.0,123.22935848887352,Condo/Co-op,Tennessee,2019
Franklin,179000.0,92.81734138525472,Condo/Co-op,Pennsylvania,2019
Stokes,169000.0,3174.293925657707,Single Family Residential,North Carolina,2019
Clinton,148000.0,88.78335926587711,Townhouse,Ohio,2019
Camden,169500.0,99.13166726938934,Condo/Co-op,Georgia,2019
Hardin,52300.0,69.33055250251394,Multi-Family (2-4 Unit),Ohio,2019
Uvalde,127500.0,97.16689759283324,Townhouse,Texas,2019
Chesterfield,269000.0,151.78865668604476,Single Family Residential,South Carolina,2019
St. Clair,168000.0,108.2614158487169,Multi-Family (2-4 Unit),Alabama,2019
Clark,140000.0,81.00422438389101,Townhouse,Kentucky,2019
Kodiak Island Borough,278500.0,165.15827391410224,Multi-Family (2-4 Unit),Alaska,2019
Butler,319900.0,75.03906912588783,Condo/Co-op,Missouri,2019
Meeker,76500.0,96.59223692415034,Condo/Co-op,Minnesota,2019
Haywood,472000.0,139.13078924012154,Townhouse,North Carolina,2019
Barrow,189900.0,102.05039955624844,Condo/Co-op,Georgia,2019
Cuming,195000.0,69.2471590909091,All Residential,Nebraska,2019
Dodge,103000.0,111.11577731340736,Multi-Family (2-4 Unit),Minnesota,2019
Lawrence,35000.0,68.40751771117671,Multi-Family (2-4 Unit),Alabama,2019
Washington,283700.0,131.7926792749138,Single Family Residential,Texas,2019
Summit,2100000.0,422.4726413158728,Multi-Family (2-4 Unit),Colorado,2019
Mineral,145500.0,66.50484778297368,All Residential,West Virginia,2019
Charles,1500000.0,143.11028796329677,Multi-Family (2-4 Unit),Maryland,2019
Cheyenne,42500.0,29.81007887848255,Multi-Family (2-4 Unit),Colorado,2019
Montgomery,455000.0,221.99092528756907,Multi-Family (2-4 Unit),Maryland,2019
Guadalupe,197110.0,128.2050197274208,Townhouse,Texas,2019
Schley,126000.0,56.85920577617328,Single Family Residential,Georgia,2019
Klamath,160000.0,116.00434704513695,Townhouse,Oregon,2019
Walker,140000.0,103.98876898209345,Multi-Family (2-4 Unit),Texas,2019
White,135000.0,82.43008474037671,Townhouse,Arkansas,2019
Frederick,131450.0,130.00344002205338,Multi-Family (2-4 Unit),Virginia,2019
Waller,230000.0,108.04050702069418,Multi-Family (2-4 Unit),Texas,2019
Echols,69900.0,36.40625,Single Family Residential,Georgia,2019
Denver,430500.0,283.8442083752381,Townhouse,Colorado,2019
Jefferson,247500.0,125.6985744453674,All Residential,West Virginia,2019
Clinton,155000.0,116.11112947857542,Multi-Family (2-4 Unit),Michigan,2019
Belmont,368900.0,107.5144253828406,All Residential,Ohio,2019
Manistee,179000.0,115.9024976303476,Multi-Family (2-4 Unit),Michigan,2019
Benton,81000.0,102.47999540539686,Condo/Co-op,Minnesota,2019
Morgan,106000.0,97.9522617085808,Townhouse,West Virginia,2019
Orange,105300.0,103.36936456177972,Townhouse,Vermont,2019
Douglas,355000.0,203.1161269197244,Townhouse,Washington,2019
Colorado,139000.0,117.439717398222,Townhouse,Texas,2019
Washington,343000.0,167.46611964896792,Multi-Family (2-4 Unit),Utah,2019
Cullman,89000.0,87.3772481516211,Townhouse,Alabama,2019
Susquehanna,60000.0,69.62007872296529,Condo/Co-op,Pennsylvania,2019
Union,180750.0,16.651865008880996,Single Family Residential,Indiana,2019
Bedford,73500.0,118.13966673742486,Multi-Family (2-4 Unit),Tennessee,2019
Van Zandt,1466036.0,292.674737493312,Single Family Residential,Texas,2019
Pipestone,93700.0,54.96235313195817,Multi-Family (2-4 Unit),Minnesota,2019
Crawford,100000.0,92.29780218970144,Condo/Co-op,Missouri,2019
DeSoto,120000.0,105.672799045034,Multi-Family (2-4 Unit),Florida,2019
Cook,155000.0,84.10200759631037,Single Family Residential,Georgia,2019
Gordon,200000.0,92.69766332004671,Multi-Family (2-4 Unit),Georgia,2019
Greene,153000.0,86.32884549112379,Townhouse,Pennsylvania,2019
Boone,175000.0,101.367578011772,Condo/Co-op,Iowa,2019
Comanche,190000.0,71.32132132132132,Single Family Residential,Oklahoma,2019
Essex,195000.0,135.0296039604308,Condo/Co-op,Virginia,2019
Coweta,228500.0,111.0151323390068,Condo/Co-op,Georgia,2019
McCulloch,149900.0,296.5249474230518,Single Family Residential,Texas,2019
Grady,127500.0,92.7181907696192,Townhouse,Oklahoma,2019
Pope,205000.0,7414.345209767879,Townhouse,Minnesota,2019
Bracken,15000.0,77.14519463642198,Multi-Family (2-4 Unit),Kentucky,2019
Ware,109000.0,56.73102113230698,All Residential,Georgia,2019
Pike,94000.0,42.96812545629314,Single Family Residential,Mississippi,2019
Waseca,247000.0,83.40203863310778,Townhouse,Minnesota,2019
McLennan,50000.0,84.1733372711859,Multi-Family (2-4 Unit),Texas,2019
Vernon,137092.0,98.4946412175165,Multi-Family (2-4 Unit),Wisconsin,2019
Granville,215000.0,118.03184514487722,Multi-Family (2-4 Unit),North Carolina,2019
Calhoun,100000.0,43.912007351439655,All Residential,Georgia,2019
Powell,200000.0,79.43438790042549,Multi-Family (2-4 Unit),Kentucky,2019
Washington,125000.0,72.90196226749944,Multi-Family (2-4 Unit),Missouri,2019
Fillmore,75000.0,82.63594162928918,Multi-Family (2-4 Unit),Minnesota,2019
Brown,1500.0,109.77069247181772,Multi-Family (2-4 Unit),Indiana,2019
Pearl River,215000.0,84.70396041084493,Multi-Family (2-4 Unit),Mississippi,2019
Clay,156000.0,87.05357142857143,Single Family Residential,Georgia,2019
Hanover,122250.0,146.10579375108415,Multi-Family (2-4 Unit),Virginia,2019
Bullitt,215000.0,118.73876984630812,Multi-Family (2-4 Unit),Kentucky,2019
Wayne,52000.0,39.51367781155015,All Residential,Mississippi,2019
Kent,220000.0,130.88548153140567,Condo/Co-op,Maryland,2019
Grand,380000.0,238.4883512710027,Condo/Co-op,Utah,2019
Ogle,112000.0,51.3219246031746,All Residential,Illinois,2019
Crawford,152500.0,50.62741974194855,Multi-Family (2-4 Unit),Ohio,2019
Monroe,106060.0,56.78837840898969,Single Family Residential,Mississippi,2019
Jefferson,78000.0,37.75062656641604,Single Family Residential,Ohio,2019
Clay,125000.0,103.83098264699738,Multi-Family (2-4 Unit),North Carolina,2019
Washington,119000.0,79.38073478956474,Condo/Co-op,Maine,2019
Crisp,228000.0,78.01732527986012,All Residential,Georgia,2019
Livingston,86000.0,66.58784305354315,Townhouse,Illinois,2019
Todd,67000.0,83.18981445170125,Townhouse,Minnesota,2019
Brown,166000.0,109.77069247181772,Condo/Co-op,Indiana,2019
Calaveras,148719.0,194.7391509612665,Condo/Co-op,California,2019
White,120000.0,112.92200429949128,Multi-Family (2-4 Unit),Georgia,2019
Duchesne,134900.0,91.1842870749897,Townhouse,Utah,2019
Ross,42500.0,90.13154207338,Multi-Family (2-4 Unit),Ohio,2019
Echols,69900.0,36.40625,All Residential,Georgia,2019
Hubbard,115000.0,114.25589192592776,Multi-Family (2-4 Unit),Minnesota,2019
Upson,65000.0,69.82387026137283,Multi-Family (2-4 Unit),Georgia,2019
Montgomery,76000.0,83.64261728757073,Multi-Family (2-4 Unit),Kentucky,2019
Greene,237000.0,85.2526150780097,Condo/Co-op,Arkansas,2019
Oneida,178500.0,91.20325858909122,Multi-Family (2-4 Unit),Idaho,2019
Saline,159000.0,78.57799219042577,Townhouse,Nebraska,2019
Lafayette,94105.0,72.85536904938388,Multi-Family (2-4 Unit),Mississippi,2019
Madison,194250.0,150.45585914893212,Townhouse,North Carolina,2019
Niagara,218000.0,83.60720440657265,Condo/Co-op,New York,2019
Buffalo,87000.0,77.18889942773602,Multi-Family (2-4 Unit),Wisconsin,2019
Jackson,510000.0,91.91006609024988,All Residential,Tennessee,2019
Eaton,179950.0,105.90228843403736,Single Family Residential,Michigan,2019
Stevens,230000.0,71.72382861563796,Multi-Family (2-4 Unit),Minnesota,2019
Lake,73000.0,191.48799316121924,Condo/Co-op,Colorado,2019
Hopkins,202000.0,92.57468397569656,Multi-Family (2-4 Unit),Texas,2019
Quitman,48750.0,14.817308125163848,Single Family Residential,Mississippi,2019
Grant,138000.0,90.88676401726777,Townhouse,Wisconsin,2019
Lavaca,95000.0,102.60304338716452,Multi-Family (2-4 Unit),Texas,2019
Jefferson,149500.0,79.1976644011312,Condo/Co-op,Indiana,2019
Carter,280000.0,163.9607665591272,Single Family Residential,Tennessee,2019
Swain,3808000.0,231.36907381243324,All Residential,North Carolina,2019
Goochland,412990.0,165.48926547280803,Condo/Co-op,Virginia,2019
Lawrence,42500.0,18.98375164965553,Multi-Family (2-4 Unit),Ohio,2019
Clark,79000.0,81.00422438389101,Condo/Co-op,Kentucky,2019
Forrest,106000.0,60.84691644722648,All Residential,Mississippi,2019
San Juan,500000.0,298.8130735554828,Townhouse,Washington,2019
Macon,155000.0,106.84748082367555,Townhouse,Tennessee,2019
Pottawattamie,128000.0,101.5188721558225,Townhouse,Iowa,2019
Grant,355000.0,170.82251393161314,Townhouse,Washington,2019
Lawrence,35000.0,79.68667561083542,Multi-Family (2-4 Unit),Tennessee,2019
Madison,137500.0,56.65717016733701,All Residential,Tennessee,2019
Jackson,135000.0,80.96489367282801,Condo/Co-op,Alabama,2019
Okmulgee,120000.0,57.57834453071381,Multi-Family (2-4 Unit),Oklahoma,2019
Taylor,167750.0,81.96019857808687,All Residential,Georgia,2019
Lee,37800.0,22.23529411764705,All Residential,South Carolina,2019
Hendry,115000.0,108.44444697125336,Townhouse,Florida,2019
Laclede,447500.0,145.7654723127036,Single Family Residential,Missouri,2019
Hardeman,173799.0,137.281990521327,All Residential,Texas,2019
Union,134000.0,63.20754716981132,All Residential,Mississippi,2019
Jasper,130000.0,106.72409188034187,Single Family Residential,Mississippi,2019
Logan,150000.0,107.68101392831733,Townhouse,Oklahoma,2019
Noble,20000.0,21.34471718249733,Single Family Residential,Oklahoma,2019
Lincoln,199900.0,75.53194217444327,Condo/Co-op,Wisconsin,2019
Warren,207500.0,111.71446070326373,Condo/Co-op,New Jersey,2019
Pend Oreille,141000.0,145.24736228473063,Condo/Co-op,Washington,2019
Effingham,203100.0,102.77119869142214,All Residential,Georgia,2019
Montgomery,25000.0,70.1894554024031,Multi-Family (2-4 Unit),Missouri,2019
Middlesex,335000.0,156.6792993022248,Condo/Co-op,Virginia,2019
Cass,197000.0,145.22100493892304,Condo/Co-op,Minnesota,2019
Lawrence,16000.0,79.68667561083542,Condo/Co-op,Tennessee,2019
Taylor,390000.0,79.79460304528148,Multi-Family (2-4 Unit),Wisconsin,2019
Grenada,158500.0,64.46736632346831,All Residential,Mississippi,2019
Door,263000.0,127.85165407050178,Multi-Family (2-4 Unit),Wisconsin,2019
Florence,78750.0,112.96483918518103,All Residential,Wisconsin,2019
Buffalo,151500.0,77.18889942773602,Townhouse,Wisconsin,2019
Providence,170000.0,134.8674399361226,Townhouse,Rhode Island,2019
Socorro,154000.0,78.30274269647639,Multi-Family (2-4 Unit),New Mexico,2019
Douglas,73000.0,88.89569815282742,Condo/Co-op,Georgia,2019
Crook,241000.0,172.8471462107302,Townhouse,Oregon,2019
Shenandoah,155000.0,110.47947794009232,Multi-Family (2-4 Unit),Virginia,2019
Yuba,127500.0,173.00206188491185,Condo/Co-op,California,2019
Roane,349000.0,96.74571714244004,Multi-Family (2-4 Unit),Tennessee,2019
Montgomery,156000.0,55.0120188454384,Multi-Family (2-4 Unit),Illinois,2019
Albany,183000.0,117.7714585121802,Townhouse,New York,2019
Addison,183500.0,154.67947181995825,Townhouse,Vermont,2019
Decatur,135000.0,80.97471007325754,Condo/Co-op,Indiana,2019
Turner,70000.0,48.61111111111112,Single Family Residential,Georgia,2019
Glenn,270000.0,179.2035685834431,Multi-Family (2-4 Unit),California,2019
Falls,50000.0,37.98903527655788,All Residential,Texas,2019
Mississippi,105000.0,62.579911155073866,Multi-Family (2-4 Unit),Arkansas,2019
Bath,69500.0,61.51409863709009,Multi-Family (2-4 Unit),Kentucky,2019
Victoria,120000.0,94.81890310283184,Condo/Co-op,Texas,2019
Limestone,510000.0,159.35414009215953,All Residential,Texas,2019
Sunflower,35000.0,18.72191000666253,Single Family Residential,Mississippi,2019
Rhea,62500.0,98.75505539598396,Multi-Family (2-4 Unit),Tennessee,2019
Knox,195000.0,150.08846494391491,Townhouse,Maine,2019
Calhoun,105000.0,47.511312217194565,All Residential,Arkansas,2019
St. James Parish,50000.0,77.64933411394833,Multi-Family (2-4 Unit),Louisiana,2019
Garvin,192500.0,58.7161035737618,All Residential,Oklahoma,2019
Somervell,109000.0,127.71554601018192,Condo/Co-op,Texas,2019
Marshall,133600.0,94.99126931553228,Multi-Family (2-4 Unit),Oklahoma,2019
Lafayette,84000.0,40.30710172744722,Single Family Residential,Arkansas,2019
Levy,175000.0,102.8173090192517,Condo/Co-op,Florida,2019
Thayer,1000.0,0.9049773755656108,All Residential,Nebraska,2019
Franklin,665980.0,110.05644759100733,Townhouse,Ohio,2019
Santa Cruz,190000.0,102.27559111284351,Condo/Co-op,Arizona,2019
Green Lake,245000.0,104.6231073546976,Townhouse,Wisconsin,2019
Koochiching,149000.0,65.08074697911889,Townhouse,Minnesota,2019
Cottonwood,107000.0,56.10530800057338,Multi-Family (2-4 Unit),Minnesota,2019
Asotin,232000.0,136.67514567359137,Townhouse,Washington,2019
Waller,182900.0,108.04050702069418,Townhouse,Texas,2019
Franklin,157000.0,71.95406626506025,Single Family Residential,Mississippi,2019
San Saba,180000.0,307.2658188585608,All Residential,Texas,2019
Greene,219000.0,123.22935848887352,All Residential,Tennessee,2019
Monroe,277500.0,131.98996861993373,Townhouse,Illinois,2019
Mathews,260000.0,182.7710043704726,Condo/Co-op,Virginia,2019
Gilliam,110000.0,85.03578693153297,Townhouse,Oregon,2019
Herkimer,310000.0,61.002206711635694,Townhouse,New York,2019
Troup,160000.0,80.48666320112302,Condo/Co-op,Georgia,2019
Trumbull,76000.0,61.31785158816732,Townhouse,Ohio,2019
Lincoln,165000.0,93.5548347105867,Townhouse,Tennessee,2019
Mille Lacs,56900.0,117.2872649860589,Condo/Co-op,Minnesota,2019
Habersham,110000.0,105.99748291196164,Townhouse,Georgia,2019
Vance,130000.0,81.30862611170055,Townhouse,North Carolina,2019
Solano,255000.0,265.2181162853961,Townhouse,California,2019
St. John the Baptist Parish,282500.0,90.14155051019692,Townhouse,Louisiana,2019
Robertson,126000.0,123.89814118017948,Condo/Co-op,Tennessee,2019
Loudoun,589990.0,202.10342213322272,Multi-Family (2-4 Unit),Virginia,2019
Muskogee,144750.0,70.51184445680329,Condo/Co-op,Oklahoma,2019
Wheeler,119900.0,51.676388888888894,All Residential,Georgia,2019
Mitchell,177000.0,95.40259497873744,Condo/Co-op,North Carolina,2019
Wilkinson,67000.0,48.70130015462936,Multi-Family (2-4 Unit),Georgia,2019
Gilmer,134000.0,124.27721440832266,Townhouse,Georgia,2019
Vernon,950.0,56.93356850108079,Condo/Co-op,Missouri,2019
Madison,87000.0,67.38250496578262,Condo/Co-op,Missouri,2019
Kendall,210000.0,156.1114387539813,Condo/Co-op,Texas,2019
Henry,63800.0,50.76851238887839,Single Family Residential,Tennessee,2019
Choctaw,106000.0,55.78947368421053,All Residential,Mississippi,2019
Forest,79000.0,102.04326438930862,All Residential,Wisconsin,2019
Teller,,,Multi-Family (2-4 Unit),Colorado,2019
Kemper,80000.0,69.26406926406926,All Residential,Mississippi,2019
La Salle,420000.0,350.0,Single Family Residential,Texas,2019
Monroe,157000.0,100.11209541951816,Multi-Family (2-4 Unit),Georgia,2019
Roane,212000.0,96.74571714244004,Townhouse,Tennessee,2019
Murray,137000.0,95.43500726888344,Multi-Family (2-4 Unit),Georgia,2019
Union,134000.0,63.20754716981132,Single Family Residential,Mississippi,2019
Tillamook,540000.0,119.04761904761904,All Residential,Oregon,2019
Edwards,175000.0,364.58333333333326,Single Family Residential,Texas,2019
Franklin,180000.0,93.19827867333112,Condo/Co-op,Georgia,2019
Jefferson,142900.0,79.1976644011312,Townhouse,Indiana,2019
Appling,20000.0,16.06425702811245,Single Family Residential,Georgia,2019
Elbert,300000.0,157.66694182282194,Multi-Family (2-4 Unit),Colorado,2019
Oldham,125000.0,120.16320276747626,Townhouse,Kentucky,2019
Washburn,272000.0,120.30853708431184,Townhouse,Wisconsin,2019
Jersey,80000.0,92.36940689660146,Multi-Family (2-4 Unit),Illinois,2019
Newport,655000.0,228.51719632270263,Townhouse,Rhode Island,2019
McLeod,117000.0,104.65769628899118,Condo/Co-op,Minnesota,2019
Schleicher,960000.0,457.1428571428572,All Residential,Texas,2019
Shelby,60000.0,105.862841595369,Multi-Family (2-4 Unit),Alabama,2019
Ashland,110000.0,82.39187863874903,Condo/Co-op,Ohio,2019
Unicoi,362500.0,138.5703363914373,All Residential,Tennessee,2019
Duchesne,160000.0,91.1842870749897,Condo/Co-op,Utah,2019
Glades,192500.0,104.29509750635378,Multi-Family (2-4 Unit),Florida,2019
Treutlen,113000.0,54.95287140111187,Single Family Residential,Georgia,2019
Caddo Parish,17000.0,8.776458440887971,Multi-Family (2-4 Unit),Louisiana,2019
Creek,114500.0,91.53087835988288,Multi-Family (2-4 Unit),Oklahoma,2019
Avery,650000.0,168.9541759053954,Single Family Residential,North Carolina,2019
Montgomery,100000.0,60.29537430968414,Single Family Residential,Georgia,2019
St. Charles,199900.0,124.93731392133716,Townhouse,Missouri,2019
Amelia,138500.0,130.76998598219714,Condo/Co-op,Virginia,2019
Buchanan,45000.0,77.92855851918799,Condo/Co-op,Missouri,2019
Morgan,267000.0,125.36201366549136,Multi-Family (2-4 Unit),Georgia,2019
Whitley,140000.0,69.73351819556208,Multi-Family (2-4 Unit),Kentucky,2019
Poquoson,265000.0,142.3855427647914,Condo/Co-op,Virginia,2019
West Baton Rouge Parish,125000.0,117.03580529442289,Multi-Family (2-4 Unit),Louisiana,2019
Iowa,140000.0,101.82626232486018,Townhouse,Wisconsin,2019
Georgetown,250000.0,140.62017957827416,Multi-Family (2-4 Unit),South Carolina,2019
Nez Perce,235000.0,128.71239885678204,Townhouse,Idaho,2019
Clinton,174900.0,88.78335926587711,Condo/Co-op,Ohio,2019
Breathitt,135000.0,75.58814835559518,All Residential,Kentucky,2019
Steuben,709240.0,56.964538299877645,Townhouse,New York,2019
Hudspeth,155950.0,123.58137273503463,Single Family Residential,Texas,2019
Monroe,174000.0,131.98996861993373,Multi-Family (2-4 Unit),Illinois,2019
Ellis,400000.0,122.0054202313312,Townhouse,Texas,2019
Maui,10300000.0,544.8698937422048,Multi-Family (2-4 Unit),Hawaii,2019
Caroline,100000.0,124.78004600721384,Condo/Co-op,Virginia,2019
Lincoln,84000.0,76.41669759894698,Townhouse,Oklahoma,2019
Hardin,210000.0,94.07768203747736,Condo/Co-op,Tennessee,2019
Crittenden,150000.0,88.6327538292902,Condo/Co-op,Arkansas,2019
Kendall,248000.0,156.1114387539813,Multi-Family (2-4 Unit),Texas,2019
Sumter,66330.0,73.91843898594367,Single Family Residential,South Carolina,2019
Power,340000.0,88.37301587301586,All Residential,Idaho,2019
Polk,182000.0,208.10672704798213,Townhouse,Oregon,2019
Baker,28539.0,17.75917859365277,Single Family Residential,Georgia,2019
Clarke,565000.0,209.25925925925927,Single Family Residential,Mississippi,2019
Medina,215000.0,128.721664179441,Townhouse,Texas,2019
Wyoming,79000.0,84.81889368298258,Multi-Family (2-4 Unit),Pennsylvania,2019
Boone,105000.0,79.89930192028089,Townhouse,Illinois,2019
Yuma,225000.0,73.96186402668387,Multi-Family (2-4 Unit),Colorado,2019
Grays Harbor,965000.0,138.7034571196634,Townhouse,Washington,2019
San Jacinto,142500.0,101.49196972385228,Multi-Family (2-4 Unit),Texas,2019
Tuscarawas,197400.0,84.89060287232884,Condo/Co-op,Ohio,2019
Cocke,132500.0,102.41501380017982,Multi-Family (2-4 Unit),Tennessee,2019
