county,median_sale_price,ppsf_year_avg,property_type,state,year
Guthrie,235000.0,138.48802951800658,Single Family Residential,Iowa,2021
Los Angeles,775000.0,495.5039903513036,All Residential,California,2021
DuPage,390000.0,179.82139460811902,Multi-Family (2-4 Unit),Illinois,2021
Yuba,240000.0,251.5279159049317,Multi-Family (2-4 Unit),California,2021
Saratoga,247500.0,162.75690399180013,Condo/Co-op,New York,2021
Van Zandt,1775000.0,148.51499801641307,Multi-Family (2-4 Unit),Texas,2021
Santa Cruz,215000.0,147.10335968814624,Multi-Family (2-4 Unit),Arizona,2021
Vance,43119.0,97.43793902011224,Multi-Family (2-4 Unit),North Carolina,2021
Hardee,224750.0,136.89852365436067,Single Family Residential,Florida,2021
Hancock,1600000.0,193.811758714968,Townhouse,Maine,2021
Outagamie,236900.0,119.08437585134445,Single Family Residential,Wisconsin,2021
York,224000.0,87.6333931870445,Townhouse,Nebraska,2021
Guadalupe,99000.0,105.01964702089204,All Residential,New Mexico,2021
Blaine,93500.0,72.51741098924113,All Residential,Oklahoma,2021
Isanti,107500.0,152.69320244325615,Condo/Co-op,Minnesota,2021
Columbia,259785.0,123.89694167745398,Single Family Residential,Georgia,2021
Mason,193500.0,165.37427563215698,Multi-Family (2-4 Unit),Michigan,2021
Nuckolls,284500.0,67.51541991955088,All Residential,Nebraska,2021
New York,6075000.0,1369.3808395262463,Single Family Residential,New York,2021
Uintah,214750.0,107.58044064982133,Single Family Residential,Utah,2021
Pickaway,289900.0,139.64221678262962,Single Family Residential,Ohio,2021
Huron,185500.0,100.73229339025326,Single Family Residential,Ohio,2021
Harford,135000.0,160.56085995310897,Multi-Family (2-4 Unit),Maryland,2021
Franklin,246500.0,194.09304474336977,Single Family Residential,Maine,2021
Hood,244000.0,163.203033593511,Condo/Co-op,Texas,2021
Burnet,968000.0,213.5003048723389,Townhouse,Texas,2021
Washita,10000.0,58.473529595902335,Multi-Family (2-4 Unit),Oklahoma,2021
Waukesha,393800.0,165.1926174656542,Single Family Residential,Wisconsin,2021
Lee,114000.0,88.4166281721823,All Residential,Georgia,2021
Washington,38000.0,91.1694767114966,Condo/Co-op,Maine,2021
Johnson,187000.0,119.70659507249832,Multi-Family (2-4 Unit),Indiana,2021
Washburn,146200.0,157.1647875932947,Condo/Co-op,Wisconsin,2021
Prince George,253500.0,145.4425158895134,Single Family Residential,Virginia,2021
Noble,137000.0,110.6021772743249,All Residential,Oklahoma,2021
Flagler,379000.0,190.4068331836771,Single Family Residential,Florida,2021
Albany,155000.0,138.5981984873279,Condo/Co-op,New York,2021
Franklin,650000.0,160.452907948754,Multi-Family (2-4 Unit),Idaho,2021
Tillamook,325000.0,301.5055652727528,Multi-Family (2-4 Unit),Oregon,2021
Citrus,90000.0,132.1561917313233,Multi-Family (2-4 Unit),Florida,2021
Somervell,131500.0,165.3894451514513,Condo/Co-op,Texas,2021
Isle of Wight,238000.0,152.92822833043883,Condo/Co-op,Virginia,2021
DeKalb,204000.0,181.26946210944035,Condo/Co-op,Georgia,2021
Oldham,178000.0,136.76312041111586,Townhouse,Kentucky,2021
Butte,430000.0,227.6724299623365,All Residential,California,2021
Smith,230000.0,132.58867185150345,Multi-Family (2-4 Unit),Texas,2021
Orange,354800.0,169.82081751711996,Multi-Family (2-4 Unit),New York,2021
Harrison,90000.0,103.43473342604834,All Residential,Texas,2021
Newton,299000.0,267.4311920464102,Single Family Residential,Arkansas,2021
Major,39000.0,56.134170501022496,Single Family Residential,Oklahoma,2021
Green,269000.0,128.36945414792098,All Residential,Wisconsin,2021
Cheyenne,17000.0,56.58141559039256,Single Family Residential,Colorado,2021
Sandusky,182500.0,94.66241368821196,All Residential,Ohio,2021
Gibson,240000.0,115.97141122766122,Single Family Residential,Tennessee,2021
Kent,260000.0,158.79370779296136,All Residential,Michigan,2021
Lafayette,85000.0,90.74410163339384,All Residential,Arkansas,2021
Jefferson,190000.0,105.99634602889503,Condo/Co-op,New York,2021
Washington,230200.0,141.89760228765155,Condo/Co-op,Wisconsin,2021
Ware,161250.0,64.61027824815726,Single Family Residential,Georgia,2021
McDowell,269900.0,142.78676888256223,Townhouse,North Carolina,2021
Boone,86500.0,102.98970815990764,Condo/Co-op,Illinois,2021
Union,184900.0,160.5920277604532,Condo/Co-op,North Carolina,2021
Lincoln,258000.0,121.73137679019663,Condo/Co-op,Tennessee,2021
McDowell,193750.0,142.78676888256223,All Residential,North Carolina,2021
Baltimore,250000.0,156.4799572443573,Multi-Family (2-4 Unit),Maryland,2021
Queen Anne's,335000.0,218.43442432223367,Townhouse,Maryland,2021
Ascension Parish,185000.0,126.59997260708948,Multi-Family (2-4 Unit),Louisiana,2021
McIntosh,390000.0,153.00846727301288,All Residential,Georgia,2021
Henry,205000.0,123.07796300810514,Condo/Co-op,Georgia,2021
Newport News,237000.0,125.83009440674122,All Residential,Virginia,2021
Elbert,133000.0,92.23285553164678,Single Family Residential,Georgia,2021
Ray,124900.0,107.4626109429599,Multi-Family (2-4 Unit),Missouri,2021
Fayette,235000.0,85.77284535275726,Condo/Co-op,Pennsylvania,2021
Matagorda,151000.0,133.36095454992517,Townhouse,Texas,2021
Rains,250000.0,158.7220688576495,Single Family Residential,Texas,2021
Peach,135000.0,97.84909028435834,Townhouse,Georgia,2021
Linn,283000.0,213.2022468878193,Townhouse,Oregon,2021
Monterey,525000.0,493.60873398169497,Townhouse,California,2021
Vernon,134900.0,73.95449242169657,All Residential,Missouri,2021
Davidson,124500.0,118.5418042205932,Multi-Family (2-4 Unit),North Carolina,2021
Dodge,206350.0,140.35780466506193,Multi-Family (2-4 Unit),Minnesota,2021
Santa Cruz,150000.0,147.10335968814624,Condo/Co-op,Arizona,2021
Marshall,150000.0,101.80009184074612,Single Family Residential,Oklahoma,2021
Manassas,377500.0,215.8851920040616,All Residential,Virginia,2021
Fulton,65000.0,115.25791066748216,Multi-Family (2-4 Unit),Pennsylvania,2021
Cleveland,101000.0,68.44306315704677,Single Family Residential,Arkansas,2021
Otter Tail,462500.0,129.65831143943842,Townhouse,Minnesota,2021
Fulton,269900.0,212.20952068239785,Condo/Co-op,Georgia,2021
Pointe Coupee Parish,123000.0,135.43634732389805,Townhouse,Louisiana,2021
Wilkinson,111314.0,64.86075685311779,Single Family Residential,Georgia,2021
Arlington,695000.0,444.1573800532598,All Residential,Virginia,2021
Madison,195000.0,123.07992548001091,All Residential,Arkansas,2021
Monmouth,330000.0,262.336650020359,Townhouse,New Jersey,2021
Surry,292000.0,124.8747856844284,Multi-Family (2-4 Unit),North Carolina,2021
Perry,175000.0,104.43073064393526,Multi-Family (2-4 Unit),Missouri,2021
Leflore,90000.0,46.659888186512354,All Residential,Mississippi,2021
Lee,322500.0,171.79252754058217,Multi-Family (2-4 Unit),Florida,2021
Eureka,275000.0,113.01234901298228,Single Family Residential,Nevada,2021
Wheeler,355000.0,68.1538911149765,Single Family Residential,Georgia,2021
Marshall,279000.0,101.80009184074612,Multi-Family (2-4 Unit),Oklahoma,2021
Umatilla,199000.0,182.71117097582,Multi-Family (2-4 Unit),Oregon,2021
Cocke,190000.0,138.6060007983931,All Residential,Tennessee,2021
Chatham,474900.0,189.08246497628545,All Residential,North Carolina,2021
Adams,483250.0,69.55814471761039,All Residential,Mississippi,2021
Sussex,177500.0,172.7158826050948,Townhouse,New Jersey,2021
Franklin,199500.0,160.452907948754,Townhouse,Idaho,2021
Rockingham,155000.0,98.29792383757751,Single Family Residential,North Carolina,2021
Cochise,129000.0,126.14312799327988,Multi-Family (2-4 Unit),Arizona,2021
Sullivan,176000.0,102.82400006807406,Multi-Family (2-4 Unit),Tennessee,2021
Jackson,50000.0,87.08365564617222,Multi-Family (2-4 Unit),Oklahoma,2021
Cuming,111000.0,84.7532987119647,All Residential,Nebraska,2021
Greenville,305550.0,143.35401833271263,All Residential,South Carolina,2021
Hall,365900.0,149.00664705150476,Single Family Residential,Georgia,2021
Denver,475000.0,347.93015387517386,All Residential,Colorado,2021
Lawrence,84500.0,69.95528433944406,Single Family Residential,Arkansas,2021
Portage,349495.0,116.95013296504726,Townhouse,Ohio,2021
New Kent,245000.0,153.44382728482407,Townhouse,Virginia,2021
Archer,87000.0,656.803136465546,All Residential,Texas,2021
Covington,20000.0,62.49403230705832,Single Family Residential,Mississippi,2021
Shelby,144275.0,85.76918246853506,All Residential,Ohio,2021
Juneau,122500.0,138.83161678994813,Multi-Family (2-4 Unit),Wisconsin,2021
Louisa,405000.0,168.67719532547727,Condo/Co-op,Virginia,2021
Oconee,190000.0,144.111054854601,Multi-Family (2-4 Unit),South Carolina,2021
Carver,450000.0,176.39273188200409,All Residential,Minnesota,2021
Ottawa,129000.0,122.0432619274632,Multi-Family (2-4 Unit),Ohio,2021
Cortland,90357.5,94.60405585009404,Condo/Co-op,New York,2021
Meigs,242565.0,144.36395127208974,All Residential,Tennessee,2021
Hancock,109900.0,117.11764759702298,Multi-Family (2-4 Unit),Mississippi,2021
Johnson,198500.0,101.71908766349306,Single Family Residential,Missouri,2021
Forsyth,116500.0,121.60518459804112,Condo/Co-op,North Carolina,2021
Cobb,285000.0,161.5516917505927,Multi-Family (2-4 Unit),Georgia,2021
St. Francois,166000.0,102.90124045884268,Condo/Co-op,Missouri,2021
Minidoka,195000.0,152.07465110816034,Single Family Residential,Idaho,2021
Titus,180000.0,129.94761975441057,Townhouse,Texas,2021
Hudson,485000.0,380.77793107821344,Townhouse,New Jersey,2021
Pacific,443000.0,239.5653011048406,Townhouse,Washington,2021
Hill,92500.0,122.62249613430906,Multi-Family (2-4 Unit),Texas,2021
Iron,135450.0,140.8456612381191,All Residential,Wisconsin,2021
Wilkes,72000.0,126.5843465591025,Multi-Family (2-4 Unit),North Carolina,2021
Kleberg,195000.0,98.51317246667536,Single Family Residential,Texas,2021
Idaho,375000.0,161.745233411086,All Residential,Idaho,2021
Tulsa,119000.0,104.34604815967889,Townhouse,Oklahoma,2021
St. Lucie,275000.0,163.0493016303907,All Residential,Florida,2021
Lebanon,135750.0,113.22154826732316,Multi-Family (2-4 Unit),Pennsylvania,2021
Clay,130000.0,91.94574548951566,Single Family Residential,Alabama,2021
Harris,262000.0,139.74425629999175,All Residential,Texas,2021
Morgan,75000.0,107.51503195456152,Multi-Family (2-4 Unit),Alabama,2021
Anderson,192500.0,114.56476137680968,Multi-Family (2-4 Unit),South Carolina,2021
White,290000.0,162.6531370884262,Multi-Family (2-4 Unit),Georgia,2021
Wadena,160000.0,115.44000704352064,Multi-Family (2-4 Unit),Minnesota,2021
Scott,159900.0,115.4984760013906,Single Family Residential,Indiana,2021
Lawrence,160000.0,56.61863163251583,Single Family Residential,Mississippi,2021
Saratoga,315283.5,162.75690399180013,All Residential,New York,2021
Henderson,270000.0,156.91511351180418,Single Family Residential,Texas,2021
Poinsett,150000.0,77.01819571872333,Multi-Family (2-4 Unit),Arkansas,2021
Morgan,595000.0,210.7134091833494,Single Family Residential,Utah,2021
Dallas,325000.0,175.79301698896535,Townhouse,Iowa,2021
Contra Costa,462000.0,470.5291454777941,Condo/Co-op,California,2021
Millard,205000.0,114.5413933583317,Multi-Family (2-4 Unit),Utah,2021
Price,139900.0,90.0041844786433,Single Family Residential,Wisconsin,2021
St. Joseph,160000.0,107.72477136132,Single Family Residential,Michigan,2021
Windham,339000.0,172.32434725159402,Single Family Residential,Vermont,2021
Pierce,506995.0,265.7150758417985,All Residential,Washington,2021
Yell,197500.0,101.8644197441286,All Residential,Arkansas,2021
Titus,100000.0,129.94761975441057,Multi-Family (2-4 Unit),Texas,2021
Early,599000.0,119.8,Single Family Residential,Georgia,2021
Whiteside,115000.0,77.61796401567055,Single Family Residential,Illinois,2021
Anderson,175000.0,126.59404591367932,Townhouse,Tennessee,2021
Gooding,215000.0,149.1346435160014,Multi-Family (2-4 Unit),Idaho,2021
DeKalb,119900.0,107.2364073506699,Townhouse,Missouri,2021
Carroll,439900.0,101.18657229411104,Single Family Residential,Tennessee,2021
Banks,331900.0,147.15548290503529,Single Family Residential,Georgia,2021
Aroostook,70000.0,67.12905027062091,Multi-Family (2-4 Unit),Maine,2021
Santa Fe,881500.0,294.4282495646952,Multi-Family (2-4 Unit),New Mexico,2021
Eastland,122500.0,83.49238217355834,Multi-Family (2-4 Unit),Texas,2021
Marion,123000.0,106.85789693886358,Condo/Co-op,Arkansas,2021
Scott,165000.0,134.4129477246023,Multi-Family (2-4 Unit),Kentucky,2021
Dallas,305250.0,185.1508841768376,Multi-Family (2-4 Unit),Texas,2021
Talladega,141000.0,116.86957799042304,Townhouse,Alabama,2021
Martin,457000.0,89.45128848356008,Multi-Family (2-4 Unit),Minnesota,2021
Brown,222000.0,108.7306343912725,Condo/Co-op,Texas,2021
Forsyth,260000.0,121.60518459804112,Single Family Residential,North Carolina,2021
White Pine,139900.0,121.25597466443992,Multi-Family (2-4 Unit),Nevada,2021
Little River,360000.0,73.19433054711557,All Residential,Arkansas,2021
Jefferson,449250.0,333.1870925535903,All Residential,Washington,2021
Montgomery,20000.0,100.27531234041372,Multi-Family (2-4 Unit),Missouri,2021
Carson City,255750.0,249.4501240138501,Condo/Co-op,Nevada,2021
St. Joseph,223000.0,107.72477136132,Condo/Co-op,Michigan,2021
Jefferson,209900.0,125.95759576362988,Condo/Co-op,Alabama,2021
Tallahatchie,125000.0,174.13591927764463,All Residential,Mississippi,2021
Lauderdale,66500.0,84.81272178207419,Multi-Family (2-4 Unit),Tennessee,2021
Mecosta,190000.0,130.25985652443563,All Residential,Michigan,2021
Piatt,135000.0,105.18141125485818,Townhouse,Illinois,2021
Knox,60000.0,56.52676225683545,All Residential,Texas,2021
Juab,850000.0,164.70626517411796,Multi-Family (2-4 Unit),Utah,2021
Mason,1250000.0,1102.668127233144,All Residential,Texas,2021
Huron,166900.0,100.73229339025326,Condo/Co-op,Ohio,2021
Hampshire,240000.0,127.30815452425615,Single Family Residential,West Virginia,2021
Kewaunee,132500.0,112.35024672594324,Condo/Co-op,Wisconsin,2021
Monroe,290000.0,125.6344974898802,Condo/Co-op,Illinois,2021
Brown,287000.0,141.3753258755044,All Residential,Indiana,2021
Atlantic,165000.0,163.76992051093723,Townhouse,New Jersey,2021
Bureau,93000.0,78.31768877625719,Single Family Residential,Illinois,2021
Kemper,105000.0,57.95396744659206,Single Family Residential,Mississippi,2021
Mineral,73000.0,100.20685322758278,Multi-Family (2-4 Unit),Nevada,2021
Caddo,110000.0,80.3631392079489,Multi-Family (2-4 Unit),Oklahoma,2021
Island,295000.0,268.64880072146605,Condo/Co-op,Washington,2021
Saline,156000.0,100.31857403303805,Townhouse,Nebraska,2021
Putnam,412500.0,219.40785528072627,Single Family Residential,New York,2021
Franklin,229950.0,147.4411133982902,Single Family Residential,Tennessee,2021
Dodge,213950.0,140.35780466506193,Townhouse,Minnesota,2021
Mathews,220000.0,168.18275118231378,Multi-Family (2-4 Unit),Virginia,2021
Granville,339000.0,146.60875220132095,Multi-Family (2-4 Unit),North Carolina,2021
Steele,214900.0,128.8485728157316,Townhouse,Minnesota,2021
Greene,360000.0,111.05465420191288,All Residential,Mississippi,2021
Armstrong,169900.0,71.07433995424825,Condo/Co-op,Pennsylvania,2021
Ashland,95000.0,94.1033546951704,All Residential,Wisconsin,2021
Bonner,225000.0,389.4282041442945,Multi-Family (2-4 Unit),Idaho,2021
Attala,106000.0,58.24461209334623,Single Family Residential,Mississippi,2021
Washington,379000.0,176.27359516526695,Multi-Family (2-4 Unit),Idaho,2021
Atascosa,190000.0,134.12451821123918,Single Family Residential,Texas,2021
York,145500.0,152.45960409133275,Condo/Co-op,South Carolina,2021
Baker,256000.0,153.5382298589758,Townhouse,Florida,2021
Douglas,265000.0,136.94326789951054,Townhouse,Nebraska,2021
Taylor,82500.0,111.88597788253628,Condo/Co-op,Texas,2021
Murray,209750.0,101.82036559419716,Single Family Residential,Minnesota,2021
Robertson,92000.0,109.13834395037053,Single Family Residential,Kentucky,2021
Taylor,120000.0,109.72920854721993,Condo/Co-op,Florida,2021
Windham,156000.0,140.27680129694613,Townhouse,Connecticut,2021
Navarro,162500.0,117.8142617957861,Condo/Co-op,Texas,2021
Clatsop,365000.0,304.0062616012041,Condo/Co-op,Oregon,2021
Seminole,231250.0,130.5695264666802,All Residential,Georgia,2021
Somerset,164000.0,100.84308908871589,Condo/Co-op,Maine,2021
Summit,1340000.0,596.1546144486903,Multi-Family (2-4 Unit),Utah,2021
Rogers,136000.0,116.91115073181412,Townhouse,Oklahoma,2021
Guilford,244000.0,117.21351973455153,Single Family Residential,North Carolina,2021
Grady,135750.0,112.8897881181082,Townhouse,Oklahoma,2021
Glenn,337000.0,219.7673769560733,Multi-Family (2-4 Unit),California,2021
Talladega,230000.0,116.86957799042304,Multi-Family (2-4 Unit),Alabama,2021
McCormick,244435.0,152.27409574392462,All Residential,South Carolina,2021
Rabun,199900.0,171.42827411041458,Townhouse,Georgia,2021
Riverside,386000.0,266.3769200349313,Condo/Co-op,California,2021
Baker,539000.0,135.93271053023668,Townhouse,Oregon,2021
Mercer,180000.0,128.4761953715923,Multi-Family (2-4 Unit),Ohio,2021
Conejos,450000.0,178.14337762013952,Single Family Residential,Colorado,2021
Young,192500.0,106.27032020425838,Townhouse,Texas,2021
Montgomery,400000.0,85.58413591010579,All Residential,Georgia,2021
Gregg,290500.0,117.45293407368328,Single Family Residential,Texas,2021
Clear Creek,215000.0,289.51501250542003,Condo/Co-op,Colorado,2021
Esmeralda,292500.0,93.50007631257633,All Residential,Nevada,2021
Lowndes,27000.0,88.23032932951156,Multi-Family (2-4 Unit),Georgia,2021
Allegany,66000.0,59.0625936665305,Single Family Residential,New York,2021
Carroll,185000.0,130.9691499880997,Condo/Co-op,Georgia,2021
Spokane,331750.0,199.59500397167545,Townhouse,Washington,2021
Minidoka,350000.0,152.07465110816034,Townhouse,Idaho,2021
Ashe,306500.0,177.71023299967035,Single Family Residential,North Carolina,2021
Caroline,103125.0,126.76358825470685,Condo/Co-op,Maryland,2021
Washington Parish,148500.0,77.75204402546439,All Residential,Louisiana,2021
Swift,64750.0,67.73673376890835,All Residential,Minnesota,2021
Union,109500.0,107.72128984232252,All Residential,Mississippi,2021
El Paso,,,All Residential,Colorado,2021
Taliaferro,153950.0,79.88268223489692,Single Family Residential,Georgia,2021
Fillmore,157000.0,103.98731748702244,Multi-Family (2-4 Unit),Minnesota,2021
Owsley,84270.0,77.8838744326952,All Residential,Kentucky,2021
Norfolk,169500.0,162.93075091187276,Townhouse,Virginia,2021
Gila,20000.0,220.9508836151307,Multi-Family (2-4 Unit),Arizona,2021
Madison,80000.0,98.57170326133858,Condo/Co-op,New York,2021
Frederick,850000.0,177.7692158067016,Multi-Family (2-4 Unit),Maryland,2021
Manassas Park,365000.0,210.4193646971638,All Residential,Virginia,2021
Polk,186000.0,182.8415846746604,Condo/Co-op,North Carolina,2021
Scott,588500.0,132.904766992174,Single Family Residential,Arkansas,2021
Mills,300500.0,119.98185472173871,All Residential,Iowa,2021
Waushara,239900.0,124.00106591937563,Condo/Co-op,Wisconsin,2021
Bradford,425000.0,133.73763846838455,Townhouse,Florida,2021
Rio Blanco,115000.0,109.7021328635828,Multi-Family (2-4 Unit),Colorado,2021
Washington,459000.0,119.1287343675687,Condo/Co-op,Ohio,2021
Wasco,269000.0,199.300681914024,Single Family Residential,Oregon,2021
Yates,320000.0,143.25721144288755,Townhouse,New York,2021
Costilla,168500.0,140.11086704612694,Single Family Residential,Colorado,2021
Lewis,325000.0,208.1797352057676,Condo/Co-op,Washington,2021
Ogle,180000.0,92.91160875898932,Townhouse,Illinois,2021
Perry,247000.0,128.40054230294703,All Residential,Mississippi,2021
Warren,279000.0,168.8594122956419,Townhouse,Iowa,2021
Carroll,191000.0,64.26648721399731,All Residential,Mississippi,2021
Dukes,1395000.0,827.548228847548,Single Family Residential,Massachusetts,2021
Lake,346350.0,151.80931563452208,Multi-Family (2-4 Unit),Florida,2021
Boone,179000.0,115.15328776630255,Condo/Co-op,Iowa,2021
Chatham,303000.0,163.9842234322141,Multi-Family (2-4 Unit),Georgia,2021
Bolivar,115000.0,67.25146198830409,All Residential,Mississippi,2021
Dallas,92500.0,54.431906766922495,Single Family Residential,Arkansas,2021
Suffolk,256900.0,141.88679504267407,Townhouse,Virginia,2021
Hampden,261425.0,158.6807858695938,All Residential,Massachusetts,2021
New York,1225000.0,1369.3808395262463,All Residential,New York,2021
Door,369000.0,210.8185023383901,Multi-Family (2-4 Unit),Wisconsin,2021
Lander,204750.0,146.76467641161685,All Residential,Nevada,2021
Pulaski,105000.0,87.19512574856766,Multi-Family (2-4 Unit),Georgia,2021
Hendry,85000.0,143.5672726872221,Multi-Family (2-4 Unit),Florida,2021
Clark,160500.0,101.07820189792172,All Residential,Kentucky,2021
Belmont,215000.0,97.69525235515688,Condo/Co-op,Ohio,2021
Austin,79000.0,157.09104982023408,Condo/Co-op,Texas,2021
Montcalm,199000.0,133.35463909767887,Multi-Family (2-4 Unit),Michigan,2021
Barry,236161.0,156.30420986423218,All Residential,Michigan,2021
Park,725000.0,272.634094788594,Townhouse,Colorado,2021
Tipton,337000.0,131.79214188589188,Condo/Co-op,Tennessee,2021
Yalobusha,85000.0,79.03465284243903,Single Family Residential,Mississippi,2021
Muskogee,135000.0,87.93879385345699,Townhouse,Oklahoma,2021
Henderson,142500.0,106.14887258724951,Single Family Residential,Tennessee,2021
Middlesex,460000.0,228.95805007040613,Multi-Family (2-4 Unit),New Jersey,2021
Colquitt,96800.0,69.97755245920493,All Residential,Georgia,2021
Brown,875.0,141.3753258755044,Multi-Family (2-4 Unit),Indiana,2021
Mower,169900.0,97.71721838817858,Townhouse,Minnesota,2021
Newton,1100000.0,267.4311920464102,All Residential,Arkansas,2021
Bear Lake,278900.0,144.0059152458021,Single Family Residential,Idaho,2021
Mayes,85000.0,109.37370544417688,Multi-Family (2-4 Unit),Oklahoma,2021
Portsmouth,233000.0,123.34579949200428,Single Family Residential,Virginia,2021
Jefferson,314900.0,141.12906480028568,Multi-Family (2-4 Unit),West Virginia,2021
Menard,375000.0,82.67195767195767,All Residential,Texas,2021
Putnam,109000.0,95.88090573862488,Multi-Family (2-4 Unit),Indiana,2021
White,153500.0,99.25286857847148,All Residential,Arkansas,2021
Lincoln,373100.0,202.3075128430692,Condo/Co-op,Maine,2021
Lee,282500.0,133.63344988344988,All Residential,Mississippi,2021
Loudoun,606990.0,241.88928241472692,Multi-Family (2-4 Unit),Virginia,2021
Pontotoc,109000.0,95.17800496860394,Townhouse,Oklahoma,2021
Cleveland,283000.0,123.12953302342122,Townhouse,North Carolina,2021
New London,315000.0,143.48142237835893,Single Family Residential,Connecticut,2021
Duchesne,1200000.0,110.3527665104745,Multi-Family (2-4 Unit),Utah,2021
Montgomery,328955.0,153.73394278543662,All Residential,Texas,2021
Litchfield,456860.0,135.84286285729294,Townhouse,Connecticut,2021
Whitley,220000.0,87.54411609091349,Condo/Co-op,Kentucky,2021
Dougherty,20000.0,49.05636026175375,Multi-Family (2-4 Unit),Georgia,2021
Caroline,287000.0,157.8435745423172,Condo/Co-op,Virginia,2021
Fort Bend,296000.0,148.9367459800091,All Residential,Texas,2021
Bureau,120000.0,78.31768877625719,Multi-Family (2-4 Unit),Illinois,2021
Jackson,137900.0,114.39850318674569,Townhouse,Mississippi,2021
Shelby,268000.0,140.62266283337993,Single Family Residential,Kentucky,2021
Waupaca,618750.0,106.20087834559338,Townhouse,Wisconsin,2021
Jefferson,290000.0,131.23775191026803,Single Family Residential,Wisconsin,2021
Jeff Davis,67500.0,75.89084023954722,Single Family Residential,Georgia,2021
Cumberland,262500.0,123.26873682915496,All Residential,Pennsylvania,2021
Nye,112000.0,147.21035383845273,Condo/Co-op,Nevada,2021
Hickman,155000.0,149.62368866983843,Condo/Co-op,Tennessee,2021
Hardin,100000.0,82.64380758356948,Multi-Family (2-4 Unit),Ohio,2021
Unicoi,39500.0,57.461734693877546,All Residential,Tennessee,2021
Lafayette,135000.0,111.2162287371363,Condo/Co-op,Mississippi,2021
Socorro,193000.0,95.6313383951612,Multi-Family (2-4 Unit),New Mexico,2021
Butts,106000.0,116.92401980161212,Townhouse,Georgia,2021
Treutlen,16500.0,48.44897635508138,Single Family Residential,Georgia,2021
Osceola,105000.0,101.233433215985,Multi-Family (2-4 Unit),Michigan,2021
Greene,570000.0,217.34894078111355,Townhouse,Georgia,2021
Juneau,191500.0,138.83161678994813,All Residential,Wisconsin,2021
Mathews,335000.0,168.18275118231378,Condo/Co-op,Virginia,2021
Benton,146000.0,104.24968683345502,All Residential,Tennessee,2021
Throckmorton,215000.0,95.51310528653931,All Residential,Texas,2021
Atkinson,269000.0,68.30439374524487,All Residential,Georgia,2021
Randolph,231900.0,129.42253377208328,Townhouse,Alabama,2021
Macoupin,123500.0,76.48256238287449,Single Family Residential,Illinois,2021
Camden,195000.0,135.39720368344734,Multi-Family (2-4 Unit),New Jersey,2021
Branch,216500.0,114.33324474925854,Condo/Co-op,Michigan,2021
Houston,293500.0,126.2403903554018,Single Family Residential,Tennessee,2021
Aransas,441600.0,211.55196179438136,All Residential,Texas,2021
Fillmore,199000.0,103.98731748702244,All Residential,Minnesota,2021
Gillespie,1700000.0,352.768213359234,All Residential,Texas,2021
Knox,224900.0,56.52676225683545,Single Family Residential,Texas,2021
Pierce,122500.0,93.00486648658818,All Residential,Georgia,2021
Seneca,243000.0,80.96466082677834,Condo/Co-op,Ohio,2021
Baker,110000.0,135.93271053023668,Condo/Co-op,Oregon,2021
Addison,359000.0,173.5802258406235,Condo/Co-op,Vermont,2021
Sutter,244000.0,206.3897970720136,Townhouse,California,2021
Watonwan,82000.0,83.3254282782153,Townhouse,Minnesota,2021
Calhoun,150000.0,81.61222437873592,All Residential,Alabama,2021
Houston,257000.0,125.82325771565256,All Residential,Texas,2021
Pittsburg,225000.0,98.41149475808658,Townhouse,Oklahoma,2021
Tippah,379000.0,72.01976395037917,All Residential,Mississippi,2021
Green,220000.0,128.36945414792098,Townhouse,Wisconsin,2021
Newton,165000.0,124.68042413627256,Multi-Family (2-4 Unit),Georgia,2021
Pike,140000.0,88.32593150314297,All Residential,Arkansas,2021
Rio Blanco,80000.0,109.7021328635828,Townhouse,Colorado,2021
Union,491250.0,148.84498150175568,Condo/Co-op,Tennessee,2021
Guadalupe,279000.0,152.54100415208472,Townhouse,Texas,2021
Warren,148000.0,128.6451501495197,Multi-Family (2-4 Unit),Tennessee,2021
Weber,327250.0,195.7225248378913,Townhouse,Utah,2021
Appling,144000.0,90.131498977463,Multi-Family (2-4 Unit),Georgia,2021
Mason,1525000.0,1102.668127233144,Single Family Residential,Texas,2021
Refugio,117200.0,95.4550723383998,Single Family Residential,Texas,2021
Sagadahoc,225825.0,175.55020122092236,Townhouse,Maine,2021
Hancock,198500.0,117.11764759702298,Single Family Residential,Mississippi,2021
Sullivan,122500.0,102.82400006807406,Condo/Co-op,Tennessee,2021
Harnett,136900.0,130.05387166311226,Condo/Co-op,North Carolina,2021
Essex,415000.0,245.3108325772324,All Residential,New Jersey,2021
Perry,165000.0,86.6223118013907,Condo/Co-op,Arkansas,2021
Ashley,122500.0,55.008382939612325,Single Family Residential,Arkansas,2021
Fulton,182500.0,107.9596088398007,Multi-Family (2-4 Unit),Ohio,2021
Searcy,130000.0,88.92056352410034,All Residential,Arkansas,2021
Cattaraugus,64000.0,109.65954040334276,Multi-Family (2-4 Unit),New York,2021
Maverick,113500.0,112.37597381047397,All Residential,Texas,2021
Floyd,155000.0,126.741126519938,Multi-Family (2-4 Unit),Georgia,2021
San Miguel,112000.0,153.66191326315163,Multi-Family (2-4 Unit),New Mexico,2021
Osage,91500.0,113.83273023772708,Townhouse,Oklahoma,2021
Schley,235000.0,71.00514092991534,All Residential,Georgia,2021
