period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated,county,year,ppsf_year_avg
2020-10-01,2020-10-31,30,county,5,398,f,"Lincoln County, CO",,Colorado,CO,Single Family Residential,6,152450.0,-0.0898507462686567,-0.3371739130434782,190000.0,0.4626635873749038,-0.41975874179264,104.86922464152948,0.0632587051153921,0.0486922464152947,109.2563763972346,-0.0159356398401503,0.1237736396251032,8.0,0.3333333333333332,1.6666666666666663,10.0,0.4285714285714286,4.0,6.0,0.1999999999999999,0.5,9.0,-0.3571428571428571,-0.6538461538461539,1.1,-1.1999999999999995,-7.599999999999999,36.0,-47.0,-62.0,0.976763378297483,0.0726804939268419,-0.0278633667598838,0.25,0.25,-0.4166666666666666,0.3333333333333333,0.1904761904761904,0.0256410256410256,0.1,-0.0428571428571428,-0.4,Colorado nonmetropolitan area,,2022-01-09 14:29:56,Lincoln,2020,105.07223349215347
2020-11-01,2020-11-30,30,county,5,1707,f,"Vernon County, MO",,Missouri,MO,Single Family Residential,6,90750.0,-0.3150943396226415,0.2263513513513513,98500.0,-0.0085556114745848,-0.1784820683903253,53.6029344100693,-0.267804188480922,0.0430841290608081,69.67905405405405,0.0196396665281906,0.1108367261090996,16.0,-0.3599999999999999,-0.2380952380952381,15.0,-0.2105263157894736,0.1538461538461537,19.0,-0.2962962962962962,-0.1739130434782608,39.0,-0.048780487804878,-0.5666666666666667,2.4,0.7999999999999998,-1.9,38.0,4.0,-31.0,0.9677113719628984,0.0177463128505728,0.0480246076948492,0.1875,0.1474999999999999,0.0922619047619047,0.1538461538461538,0.0806754221388367,,0.6666666666666666,0.1403508771929824,0.5897435897435896,Missouri nonmetropolitan area,,2022-01-09 14:29:56,Vernon,2020,61.69478292304663
2020-12-01,2020-12-31,30,county,5,1324,f,"Montgomery County, MD",,Maryland,MD,Townhouse,13,365000.0,-0.064102564102564,0.0480976310122038,465000.0,-0.008,0.1207519884309471,222.6778084054204,0.0170588183028186,0.105441153852692,245.20982305312955,0.022688435346919,0.0933674925241978,389.0,0.0835654596100279,0.4094202898550725,302.0,-0.0985074626865671,0.7456647398843929,228.0,-0.2597402597402597,0.6285714285714284,315.0,-0.2427884615384615,-0.3015521064301551,0.8,-0.3999999999999999,-0.8,28.0,5.0,-15.0,1.0074062027298836,-0.0011157045605589,0.0155130249502049,0.4370179948586118,-0.050447186199884,0.1544092992064379,0.165079365079365,-0.0079975579975579,-0.0012177524372646,0.2781456953642383,-0.0920035583671048,0.1047352907399609,"Frederick, MD",23224.0,2022-01-09 14:29:56,Montgomery,2020,229.06394898103179
2020-12-01,2020-12-31,30,county,5,2905,f,"Juab County, UT",,Utah,UT,All Residential,-1,347500.0,0.2613430127041742,0.0692307692307692,257000.0,-0.0374531835205992,-0.1964355506917845,133.52319887118193,-0.0610577203796635,0.0291277844969328,123.71888726207906,-0.0136186770428016,0.062739511625,8.0,0.0,0.6,9.0,-0.0999999999999999,2.0,10.0,-0.375,1.5,18.0,0.0,0.125,2.3,0.0,-0.9000000000000004,8.0,-28.0,-71.0,1.002815761132142,-0.0106565728795038,0.0317188116853865,0.25,-0.25,0.0499999999999999,0.1666666666666666,0.1111111111111111,-0.0833333333333333,0.4444444444444444,-0.2555555555555555,0.1111111111111111,"Provo, UT",39340.0,2022-01-09 14:29:56,Juab,2020,129.5056667035656
2020-11-01,2020-11-30,30,county,5,3203,f,"Milwaukee County, WI",,Wisconsin,WI,Condo/Co-op,3,176000.0,0.0352941176470589,0.0952084629744867,174900.0,-0.0540832882639264,0.1667778519012674,133.54809253246754,0.022035696380825,0.0128104051287549,123.34227567067532,-0.0539647456059203,0.1550590828689872,134.0,-0.1464968152866241,0.1964285714285714,135.0,0.0305343511450382,0.4210526315789473,86.0,-0.4787878787878787,-0.1313131313131312,366.0,-0.1830357142857143,0.1883116883116882,2.7,-0.1999999999999997,-0.0999999999999996,54.0,8.0,2.0,0.977412147834322,-0.0050695949306961,0.0005702161580231,0.2537313432835821,-0.0137845802832968,0.0573027718550106,0.1721311475409836,-0.0533152810304449,0.0260272514370875,0.0518518518518518,-0.0550183771557817,-0.0428849902534113,"Milwaukee, WI",33340.0,2022-01-09 14:29:56,Milwaukee,2020,119.35964712687242
2020-06-01,2020-06-30,30,county,5,2189,f,"Guernsey County, OH",,Ohio,OH,Multi-Family (2-4 Unit),4,52000.0,,,,,,52.0,,,,,,1.0,,,,,,,,,,,,,,,101.0,,,0.8012326656394452,,,0.0,,,,,,,,,"Cambridge, OH",15740.0,2022-01-09 14:29:56,Guernsey,2020,92.45051445251435
2020-10-01,2020-10-31,30,county,5,1397,f,"Macomb County, MI",,Michigan,MI,Condo/Co-op,3,153000.0,-0.0431519699812382,0.0484838101764604,189900.0,-0.0261538461538461,0.085763293310463,118.90243902439023,-0.0197356172035002,0.0341926713443589,138.5148514851485,-0.0047998996030356,0.0902459278185883,326.0,-0.0030581039755351,0.1560283687943262,312.0,0.0871080139372821,0.1345454545454545,330.0,0.0509554140127388,-0.0236686390532544,427.0,-0.0573951434878586,-0.3200636942675159,1.3,-0.0999999999999998,-0.9000000000000001,19.0,1.0,-6.0,0.9815254442773216,0.003689311599376,0.0140819412926737,0.2331288343558282,0.0282358679949719,0.0877387634338424,0.3044496487119438,0.0329264699039967,-0.0793083130714957,0.5256410256410255,0.0761636737246493,0.1038228438228438,"Warren, MI",47664.0,2022-01-09 14:29:56,Macomb,2020,113.23056060388483
2020-08-01,2020-08-31,30,county,5,955,f,"Jasper County, IA",,Iowa,IA,Condo/Co-op,3,220480.0,,,,,,166.90386071158213,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,27.0,,,1.002637562528422,,,1.0,,,,,,,,,"Des Moines, IA",19780.0,2022-01-09 14:29:56,Jasper,2020,107.09130038389111
2020-01-01,2020-01-31,30,county,5,3199,f,"Marathon County, WI",,Wisconsin,WI,Single Family Residential,6,160500.0,-0.1324324324324324,-0.0269778720824491,182450.0,0.2432708688245315,0.1778566817301485,87.39837398373983,-0.0859799466284411,0.0432529482633789,99.94091785650704,0.1560981578251572,0.2094466733674293,81.0,-0.3519999999999999,0.0384615384615385,48.0,-0.323943661971831,0.1999999999999999,80.0,0.3114754098360654,-0.1999999999999999,341.0,-0.0683060109289617,-0.0058309037900874,4.2,1.3000000000000005,-0.2000000000000001,97.0,22.0,-23.0,0.9640884363274148,0.0011964419224195,-0.0090035285879734,0.1604938271604938,-0.0235061728395061,-0.0318138651471985,0.1319648093841642,0.0281396727721423,0.0240930892675461,0.125,0.0686619718309859,-0.2,"Wausau, WI",48140.0,2022-01-09 14:29:56,Marathon,2020,98.03103602299501
2020-11-01,2020-11-30,30,county,5,2732,f,"Grimes County, TX",,Texas,TX,Single Family Residential,6,501400.0,0.6685524126455906,,226040.0,0.0763809523809524,,208.2555009386914,0.2209522670174544,,133.54739203589455,0.1700839189745844,,2.0,0.0,,4.0,3.0,,25.0,1.7777777777777777,,56.0,0.5135135135135136,,28.0,9.5,,76.0,-100.0,,0.9463595152187992,-0.0286497261095246,,0.5,0.5,,,,,0.5,0.5,,Texas nonmetropolitan area,,2022-01-09 14:29:56,Grimes,2020,175.6695308631826
