period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated,county,year,ppsf_year_avg
2018-02-01,2018-02-28,30,county,5,2319,f,"Tulsa County, OK",,Oklahoma,OK,All Residential,-1,167500.0,0.021341463414634,0.1019736842105263,179700.0,0.0576809888169511,0.0011142061281337,89.76558033161808,0.0176337472545569,0.0464604329557485,97.01101206082852,0.0210401560885928,0.0283685158013429,665.0,0.1367521367521367,0.0848287112561174,523.0,0.0502008032128513,-0.0951557093425605,941.0,0.0891203703703704,0.0129171151776104,2665.0,0.0125379939209726,0.0022564874012787,4.0,-0.5,-0.2999999999999998,69.0,15.0,15.0,0.9731261557284036,0.0046226380899638,0.0018484708467485,0.1774436090225564,0.0013752329541803,-0.0248402408958775,0.2060037523452157,-0.0261391047976413,0.0093132672004244,0.4799235181644359,0.0682769318190544,-0.0425678313165329,"Tulsa, OK",46140.0,2022-01-09 14:29:56,Tulsa,2018,84.38620460852114
2018-06-01,2018-06-30,30,county,5,2736,f,"Hamilton County, TX",,Texas,TX,Single Family Residential,6,153000.0,0.2857142857142858,0.6020942408376962,155000.0,-0.049079754601227,0.2757201646090534,51.78907721280602,-0.217643322033556,-0.2115082755245881,86.34792626728111,-0.0241643995336182,0.0788160664504751,5.0,-0.5,-0.375,3.0,-0.625,-0.5,13.0,0.0,0.8571428571428572,43.0,0.3030303030303029,0.048780487804878,8.599999999999998,5.3,3.5,20.0,-131.0,-64.0,0.9499368280242592,0.014151982243842,0.062322782495507,0.0,-0.1,-0.125,0.2325581395348837,0.0507399577167018,0.0618264322178105,0.6666666666666666,0.4166666666666666,0.5,Texas nonmetropolitan area,,2022-01-09 14:29:56,Hamilton,2018,69.12995879619056
2018-07-01,2018-07-31,30,county,5,692,f,"Idaho County, ID",,Idaho,ID,Single Family Residential,6,175000.0,-0.2222222222222222,0.0802469135802468,205000.0,-0.0574712643678161,0.2634822804314329,103.55029585798816,0.0660388130239368,0.3001314924391846,137.012012012012,0.0694744792105743,0.5746356112209771,11.0,-0.5217391304347825,0.2222222222222223,2.0,-0.5,1.0,10.0,-0.375,-0.3333333333333333,96.0,-0.0204081632653061,0.1566265060240963,8.699999999999998,4.4,-0.5,222.0,-138.0,-190.0,0.9606629849625032,0.0236901728006003,-0.0193670951154811,0.0909090909090909,-0.0395256916996047,-0.2424242424242424,,,,0.0,0.0,0.0,Idaho nonmetropolitan area,,2022-01-09 14:29:56,Idaho,2018,104.98708579635937
2018-11-01,2018-11-30,30,county,5,487,f,"Pasco County, FL",,Florida,FL,All Residential,-1,200000.0,-0.0056924109473265,-0.0060333773991869,215450.0,0.0264411624583134,0.0936548223350253,115.15554480980012,-0.0148349915898647,0.0573685248804334,121.87210057719363,0.0278817008228726,0.0656449374141085,1018.0,-0.0323193916349809,0.0473251028806584,730.0,-0.1204819277108434,-0.0292553191489361,1184.0,-0.0625494853523357,0.0763636363636364,3068.0,0.0521262002743483,0.1516516516516517,3.0,0.2000000000000001,0.2999999999999998,37.0,0.0,1.0,0.9707128591136036,-0.001203463170603,-0.0013024137235779,0.1277013752455795,-0.0129830354008082,0.0001293587846742,0.2910691003911343,-0.0635262356856832,0.032810842132876,0.4123287671232877,-0.0153820762502062,-0.0424584669192654,"Tampa, FL",45300.0,2022-01-09 14:29:56,Pasco,2018,99.37633700449894
2018-08-01,2018-08-31,30,county,5,282,f,"Pike County, AR",,Arkansas,AR,All Residential,-1,84500.0,0.1266666666666667,0.5363636363636363,70000.0,-0.2569002123142251,-0.5569620253164557,56.746031746031754,0.0228898426323318,0.3464285714285715,63.45238095238095,0.016840230307102,-0.3299323256273464,9.0,0.2857142857142858,2.0,4.0,1.0,1.0,3.0,-0.25,-0.5714285714285714,33.0,-0.2142857142857143,1.0625,3.7,-2.3,-1.5999999999999996,99.0,0.0,26.0,0.9132052625101328,-0.0323627918929154,-0.0769151438340487,0.0,-0.1428571428571428,-0.3333333333333333,,,,0.0,0.0,0.0,Arkansas nonmetropolitan area,,2022-01-09 14:29:56,Pike,2018,57.797850215088594
2018-08-01,2018-08-31,30,county,5,3062,f,"Richmond City County, VA",,Virginia,VA,All Residential,-1,249500.0,-0.1089285714285713,0.0101214574898784,212000.0,-0.1329243353783231,-0.0619469026548672,164.16284403669724,0.0205302558146123,0.0221587653403687,137.6815336876909,-0.1477010405905995,-0.0399910547240789,317.0,0.0496688741721853,-0.0155279503105589,243.0,-0.0898876404494382,-0.1290322580645161,356.0,0.1827242524916943,0.0953846153846154,526.0,0.1637168141592919,0.0395256916996047,1.7,0.1999999999999999,0.0999999999999998,11.0,1.0,-2.0,0.9935696339635852,-0.0084095696442125,0.0053853005174587,0.3406940063091482,-0.0732132784590636,0.0270294100358563,0.2965779467680608,-0.0087317877452134,0.0436135198905904,0.51440329218107,-0.0623757340361584,-0.0232311164210805,"Richmond, VA",40060.0,2022-01-09 14:29:56,Richmond City,2018,155.24018022763457
2018-02-01,2018-02-28,30,county,5,240,f,"Cleveland County, AR",,Arkansas,AR,All Residential,-1,176000.0,2.2,0.1989100817438691,120000.0,0.8461538461538461,-0.1999999999999999,101.61662817551964,1.7491916859122405,0.5810445101811746,66.18863761720904,0.1425177139462852,-0.0204081632653061,1.0,0.0,-0.5,2.0,,1.0,1.0,-0.6666666666666667,-0.6666666666666667,7.0,-0.3,-0.3,7.0,-3.0,2.0,33.0,-274.0,-88.0,1.0161662817551964,0.2828329484218631,0.0998728348531494,1.0,1.0,1.0,0.1428571428571428,0.0428571428571428,0.0428571428571428,0.5,,-0.5,"Pine Bluff, AR",38220.0,2022-01-09 14:29:56,Cleveland,2018,48.702790203760436
2018-07-01,2018-07-31,30,county,5,2653,f,"Bell County, TX",,Texas,TX,Multi-Family (2-4 Unit),4,173000.0,-0.0093765657433254,0.0846394984326019,169900.0,-0.0316329438586492,0.0490892250694658,51.35135135135136,0.0068298111805573,-0.1539864864864863,93.11512415349888,0.0287358916478555,0.1072089304192405,27.0,0.35,1.4545454545454546,21.0,0.1666666666666667,-0.0869565217391304,27.0,-0.0689655172413793,0.08,48.0,0.0434782608695651,-0.3846153846153845,1.8,-0.4999999999999997,-5.3,10.0,-15.0,-67.0,0.983622024219496,0.0091053867651547,0.0145745138183049,0.2592592592592592,0.0592592592592592,0.2592592592592592,0.1041666666666666,0.0172101449275362,0.0528846153846153,0.5238095238095238,-0.0873015873015873,0.2194616977225672,"Killeen, TX",28660.0,2022-01-09 14:29:56,Bell,2018,89.9950649977341
2018-08-01,2018-08-31,30,county,5,1532,f,"Copiah County, MS",,Mississippi,MS,Single Family Residential,6,120000.0,0.411764705882353,-0.0977443609022556,110000.0,0.25,-0.1338582677165354,72.50686651895566,0.3875524561206464,0.1687231434808103,62.85714285714285,-0.1642857142857143,0.0284196547144752,12.0,0.0909090909090908,0.0,6.0,0.1999999999999999,0.1999999999999999,11.0,2.6666666666666665,0.8333333333333331,49.0,0.0,0.2564102564102563,4.1,-0.4000000000000003,0.7999999999999998,72.0,-40.0,-63.0,0.9017117544524154,-0.0372984092670797,0.0141592017933549,0.0,-0.0909090909090909,0.0,,,,0.0,0.0,0.0,"Jackson, MS",27140.0,2022-01-09 14:29:56,Copiah,2018,61.650477593559934
2018-04-01,2018-04-30,30,county,5,431,f,"Tolland County, CT",,Connecticut,CT,Multi-Family (2-4 Unit),4,133000.0,-0.2868632707774798,0.7927065150728875,249900.0,-0.0384763370527125,0.0,55.17453135100194,-0.0852565633388847,0.4717300634261307,129.83845422869814,-0.0115124832980283,-0.0152534969969142,6.0,1.0,0.5,2.0,1.0,0.0,1.0,0.0,-0.75,15.0,-0.25,-0.0625,2.5,-4.2,-1.5,111.0,-12.0,16.0,0.9611428584006008,0.012996172443231,0.0964545322861306,0.1666666666666666,-0.1666666666666666,0.1666666666666666,0.2,-0.25,,0.0,-1.0,0.0,"Hartford, CT",25540.0,2022-01-09 14:29:56,Tolland,2018,103.98552391707774
